SubjectID,Age,FootSide,Foot_Length_mm,Foot_Breadth_mm,Ball_Breadth_mm,Heel_Breadth_mm,Toe1_Length_mm,Toe2_Length_mm,Toe3_Length_mm,Toe4_Length_mm,Toe5_Length_mm,Midfoot_Width_mm,Foot_Index_pct,Arch_Index,Heel_Angle_deg,Toe_Angle_deg,Sex
S04517,28,Right,246.4,97.6,88.5,66.3,40.3,32.9,34.7,32.5,29.3,31.8,39.61,0.13,24.1,10.0,0
S04518,26,Right,255.0,99.2,82.7,62.2,41.7,37.4,36.8,29.3,27.2,31.3,38.9,0.12,20.5,9.7,0
S04519,23,Left,260.5,103.4,94.3,66.7,42.4,37.1,34.6,27.8,29.0,29.5,39.69,0.11,20.8,14.0,1
S04520,21,Left,263.7,115.3,87.9,64.7,38.4,44.5,33.6,34.1,30.5,29.2,43.72,0.11,24.3,9.9,1
S04521,20,Left,226.3,93.8,91.8,56.8,36.4,33.0,32.1,27.3,26.2,30.1,41.45,0.13,24.8,7.6,0
S04522,28,Right,238.6,91.6,80.5,62.7,33.7,30.9,33.1,27.1,24.2,29.4,38.39,0.12,15.5,7.3,0
S04523,34,Right,249.7,85.8,85.4,59.8,42.1,37.6,34.5,31.2,25.4,28.9,34.36,0.12,21.1,10.2,0
S04524,18,Left,236.3,98.0,84.2,62.0,38.4,34.3,28.4,27.9,23.7,26.6,41.47,0.11,21.5,14.0,0
S04525,18,Right,226.9,94.1,82.3,62.8,36.9,34.6,32.5,26.8,26.7,31.0,41.47,0.14,19.3,12.0,0
S04526,24,Left,279.6,94.7,99.2,68.4,41.5,41.4,38.7,36.4,30.6,31.0,33.87,0.11,21.6,14.3,1
S04527,36,Left,248.6,86.7,86.1,62.4,40.5,35.0,35.5,33.7,27.6,31.3,34.88,0.13,18.1,8.1,0
S04528,18,Right,248.6,100.8,82.3,65.8,38.2,37.9,32.6,30.0,29.0,28.6,40.55,0.12,15.4,8.4,0
S04529,29,Right,249.8,98.8,85.1,59.5,38.1,36.7,33.5,32.8,26.1,27.8,39.55,0.11,21.3,9.3,0
S04530,19,Left,257.3,103.9,93.8,65.5,38.0,41.6,35.7,30.8,29.0,32.6,40.38,0.13,23.4,13.4,1
S04531,31,Right,260.3,93.1,92.8,66.9,42.7,37.6,33.5,32.5,30.3,31.5,35.77,0.12,16.0,13.5,1
S04532,33,Left,271.4,108.7,92.7,62.0,44.6,42.2,33.7,33.6,27.8,33.3,40.05,0.12,25.5,10.4,1
S04533,18,Right,272.9,106.0,97.7,63.7,39.4,38.6,38.3,32.7,27.5,31.0,38.84,0.11,21.8,13.9,1
S04534,24,Left,279.6,98.9,93.0,69.2,41.8,42.1,37.1,34.2,30.8,27.9,35.37,0.1,20.3,14.6,1
S04535,18,Left,264.4,86.7,79.5,66.2,43.1,39.7,39.0,35.8,26.5,28.1,32.79,0.11,19.4,11.0,0
S04536,20,Right,261.7,100.7,88.5,57.3,41.0,37.3,37.5,36.7,30.2,32.4,38.48,0.12,21.4,10.6,0
S04537,21,Right,277.4,110.5,91.8,61.3,44.5,40.8,36.6,35.0,31.6,30.5,39.83,0.11,22.8,14.3,1
S04538,35,Left,255.1,92.7,85.7,53.9,41.6,38.5,31.5,33.9,30.4,29.4,36.34,0.12,18.8,9.4,0
S04539,34,Right,291.9,106.5,87.6,64.7,43.5,42.9,40.0,38.9,29.1,29.8,36.49,0.1,23.0,13.4,1
S04540,31,Right,254.2,103.5,92.8,64.7,40.0,36.8,32.8,34.7,27.8,32.9,40.72,0.13,25.0,14.9,1
S04541,19,Left,285.2,93.0,94.1,69.7,45.9,42.2,39.3,36.3,29.8,34.0,32.61,0.12,23.7,12.1,1
S04542,25,Left,250.4,87.2,88.6,62.9,38.5,34.7,35.0,28.4,28.1,27.5,34.82,0.11,15.8,11.5,0
S04543,33,Left,265.3,108.4,95.2,63.6,43.9,38.3,33.2,32.7,28.4,31.5,40.86,0.12,21.2,10.8,1
S04544,28,Right,274.3,104.1,89.5,66.8,41.9,39.4,39.0,33.4,32.1,30.7,37.95,0.11,19.1,13.0,1
S04545,28,Left,255.2,105.1,95.7,67.6,40.8,37.0,33.9,34.1,26.7,30.4,41.18,0.12,16.3,15.7,1
S04546,24,Left,237.0,89.4,80.4,63.8,37.2,36.1,32.0,31.6,23.7,28.6,37.72,0.12,18.5,10.0,0
S04547,30,Left,268.8,106.9,101.1,71.4,41.4,39.8,34.5,33.6,30.9,30.2,39.77,0.11,22.7,10.6,1
S04548,21,Left,247.0,98.3,81.7,60.0,36.8,38.4,36.5,30.8,25.7,29.5,39.8,0.12,16.2,9.1,0
S04549,22,Left,238.7,97.6,83.0,58.7,38.8,34.2,32.7,30.9,26.2,31.8,40.89,0.13,19.7,8.1,0
S04550,36,Right,240.1,104.1,86.7,62.0,37.4,34.5,35.1,33.9,28.2,23.9,43.36,0.1,17.8,9.9,0
S04551,24,Right,243.1,88.8,90.3,65.2,40.5,33.9,33.0,31.1,27.3,30.1,36.53,0.12,20.7,10.6,0
S04552,18,Right,272.1,101.7,95.7,68.1,46.5,40.7,37.9,32.5,26.8,33.1,37.38,0.12,25.6,11.3,1
S04553,18,Right,286.3,113.9,95.0,66.5,47.0,41.7,40.0,33.0,34.9,31.8,39.78,0.11,23.4,11.0,1
S04554,30,Left,238.6,99.2,92.0,57.2,38.7,40.2,33.6,31.1,26.0,29.4,41.58,0.12,22.4,7.7,0
S04555,18,Right,274.8,94.1,100.3,63.0,43.0,40.7,34.3,34.7,27.3,29.8,34.24,0.11,28.2,11.4,1
S04556,24,Left,230.9,95.9,90.0,62.5,35.9,37.9,28.1,28.7,25.6,28.6,41.53,0.12,21.6,9.6,0
S04557,18,Right,243.9,91.3,92.1,63.7,41.7,35.5,35.3,31.2,26.6,30.3,37.43,0.12,20.7,11.1,0
S04558,18,Left,219.4,98.5,86.8,58.5,34.0,32.1,31.2,25.4,21.9,30.6,44.9,0.14,18.8,9.7,0
S04559,24,Left,248.9,94.7,90.1,59.6,38.3,39.1,32.0,30.0,30.0,30.2,38.05,0.12,18.0,7.9,0
S04560,28,Right,245.0,101.4,86.0,64.1,36.6,35.9,33.5,31.3,25.3,29.8,41.39,0.12,21.5,9.9,0
S04561,27,Right,248.8,106.1,84.5,58.3,41.5,36.3,34.0,28.5,25.4,29.5,42.64,0.12,18.5,7.5,0
S04562,21,Left,267.3,106.7,88.0,70.4,43.5,41.7,35.5,35.0,28.2,32.9,39.92,0.12,20.4,8.2,1
S04563,30,Left,237.6,101.2,82.8,56.7,36.9,35.6,33.4,29.5,26.9,29.9,42.59,0.13,20.1,10.6,0
S04564,39,Left,256.0,105.1,97.4,63.7,45.9,42.1,34.7,29.8,26.2,31.5,41.05,0.12,23.9,8.3,1
S04565,19,Left,271.7,102.6,91.3,67.9,43.8,37.7,35.2,34.3,25.9,31.2,37.76,0.12,20.3,12.0,1
S04566,30,Right,248.8,94.4,80.1,59.1,38.5,39.9,36.7,33.4,26.6,28.8,37.94,0.12,18.1,7.6,0
S04567,30,Right,261.2,103.9,93.9,69.5,40.0,41.0,36.9,33.8,28.8,30.5,39.78,0.12,21.7,11.5,1
S04568,25,Right,289.5,103.0,88.8,68.3,44.7,42.8,39.7,39.7,32.6,30.1,35.58,0.1,23.9,13.6,1
S04569,32,Right,258.9,114.6,97.4,67.0,42.1,38.1,34.4,33.5,29.5,29.9,44.26,0.12,29.5,11.2,1
S04570,24,Left,254.8,87.1,89.0,60.8,40.8,35.5,35.9,31.9,23.7,29.4,34.18,0.12,17.1,8.6,0
S04571,25,Right,250.4,108.1,88.8,60.0,38.9,37.0,33.6,32.5,28.9,29.6,43.17,0.12,21.2,8.3,0
S04572,35,Right,254.7,98.6,79.0,59.5,41.8,37.2,34.4,32.0,27.3,29.7,38.71,0.12,20.1,9.6,0
S04573,19,Left,274.9,96.2,91.8,68.2,42.3,38.4,39.0,35.1,30.4,27.1,34.99,0.1,23.2,13.8,1
S04574,21,Left,227.2,89.1,79.2,60.0,36.2,35.0,29.1,27.6,23.6,30.3,39.22,0.13,19.9,8.9,0
S04575,20,Right,249.3,88.1,87.9,63.5,37.0,39.1,32.3,33.8,27.6,30.2,35.34,0.12,16.4,7.9,0
S04576,18,Left,272.7,110.6,88.5,66.2,45.9,39.3,36.6,35.3,27.2,31.0,40.56,0.11,19.1,11.5,1
S04577,26,Right,282.7,105.8,88.4,70.2,44.4,42.9,39.5,37.8,31.4,31.4,37.42,0.11,27.2,10.8,1
S04578,32,Left,275.9,108.8,94.7,67.2,47.3,41.7,37.8,34.3,28.7,32.5,39.43,0.12,18.6,8.4,1
S04579,35,Left,262.7,90.2,78.0,60.4,38.6,41.8,37.7,31.8,26.8,26.5,34.34,0.1,18.3,9.5,0
S04580,18,Left,239.8,94.5,86.1,62.7,38.4,37.9,31.9,28.1,29.4,28.4,39.41,0.12,21.8,11.5,0
S04581,37,Right,241.4,87.5,86.2,59.5,39.1,34.4,35.4,29.4,27.9,28.6,36.25,0.12,18.7,10.4,0
S04582,37,Right,261.0,101.0,88.4,67.8,39.6,38.0,36.9,35.8,29.4,31.2,38.7,0.12,18.0,11.1,1
S04583,22,Right,249.8,90.1,88.8,59.9,42.0,34.3,34.4,30.0,27.2,32.1,36.07,0.13,21.4,6.1,0
S04584,27,Right,256.5,98.5,83.7,61.6,38.6,38.8,32.3,32.0,29.6,29.7,38.4,0.12,24.7,8.4,0
S04585,27,Left,219.4,93.9,83.8,59.9,34.9,31.8,32.0,27.6,24.0,30.3,42.8,0.14,20.7,10.2,0
S04586,19,Left,233.8,93.0,88.2,55.9,35.2,34.3,31.9,29.0,28.0,27.2,39.78,0.12,16.2,6.1,0
S04587,23,Right,274.2,109.6,92.5,70.4,44.3,40.1,36.7,34.9,29.0,27.8,39.97,0.1,25.3,11.3,1
S04588,33,Left,272.1,101.6,94.3,63.1,41.8,44.3,36.2,35.9,29.7,28.6,37.34,0.1,18.8,10.4,1
S04589,37,Left,242.2,87.9,83.4,62.0,39.1,33.6,31.1,29.3,28.0,28.2,36.29,0.12,21.6,11.8,0
S04590,28,Right,237.6,99.7,90.1,55.4,37.0,35.6,30.5,28.5,23.7,29.1,41.96,0.12,17.0,14.9,0
S04591,35,Left,231.8,98.1,81.0,57.4,34.8,34.2,33.1,29.5,25.7,29.3,42.32,0.13,25.8,12.5,0
S04592,20,Left,258.4,105.9,89.3,67.8,38.3,40.6,36.6,31.0,24.6,30.6,40.98,0.12,20.9,10.9,1
S04593,31,Right,259.6,105.4,83.5,59.1,41.4,40.0,35.9,31.9,28.1,28.2,40.6,0.11,14.5,8.8,0
S04594,35,Left,265.3,114.9,96.7,68.3,43.3,38.9,37.4,32.8,29.9,30.5,43.31,0.12,25.6,10.4,1
S04595,18,Left,264.1,106.1,95.2,74.0,39.7,37.0,37.4,34.5,35.2,29.5,40.17,0.11,24.3,11.6,1
S04596,29,Right,250.9,92.4,80.1,66.5,42.1,38.1,34.2,31.4,28.9,31.9,36.83,0.13,17.9,10.2,0
S04597,22,Left,232.3,92.9,90.8,57.6,38.1,35.8,28.5,28.8,24.8,30.2,39.99,0.13,19.4,9.0,0
S04598,18,Right,288.4,109.1,89.4,71.4,43.5,39.4,40.5,37.7,31.0,29.5,37.83,0.1,21.4,12.6,1
S04599,25,Left,261.5,107.5,93.3,65.1,39.2,42.4,31.8,34.0,28.6,31.6,41.11,0.12,27.0,9.7,1
S04600,27,Right,257.1,94.5,91.1,66.4,44.8,37.2,35.3,32.5,25.2,30.8,36.76,0.12,21.2,12.2,1
S04601,27,Left,280.2,95.9,91.6,62.9,44.7,43.8,37.9,32.2,28.0,32.0,34.23,0.11,25.5,13.0,1
S04602,18,Right,264.7,85.7,79.3,55.2,43.8,37.9,36.9,32.8,31.2,30.8,32.38,0.12,20.5,11.8,0
S04603,18,Right,218.5,97.2,82.1,61.1,32.5,33.5,30.5,25.7,24.3,29.0,44.49,0.13,25.8,9.3,0
S04604,25,Left,274.5,107.9,100.4,69.4,44.2,43.6,35.5,33.5,32.7,26.6,39.31,0.1,19.6,13.6,1
S04605,25,Right,251.2,105.0,81.9,54.0,41.8,36.4,36.5,30.7,27.5,34.4,41.8,0.14,19.6,10.1,0
S04606,31,Left,238.5,97.5,87.0,58.1,37.9,38.6,32.4,28.5,30.2,29.6,40.88,0.12,17.4,12.1,0
S04607,18,Left,234.2,95.7,81.2,64.3,37.4,34.4,33.1,29.0,25.6,26.9,40.86,0.12,17.5,9.6,0
S04608,32,Right,286.3,106.1,94.9,70.3,43.9,45.2,38.2,37.8,35.3,29.2,37.06,0.1,22.0,13.6,1
S04609,23,Right,241.9,89.3,78.9,63.0,41.2,30.1,31.8,30.3,25.9,29.4,36.92,0.12,20.4,10.7,0
S04610,29,Right,279.9,101.0,90.2,62.2,44.7,42.7,38.8,38.1,29.1,33.2,36.08,0.12,22.4,14.1,1
S04611,24,Right,269.8,103.4,95.7,63.7,37.5,41.4,36.9,33.6,27.5,31.0,38.32,0.12,20.2,10.4,1
S04612,31,Left,270.3,105.2,96.1,72.1,45.8,41.9,39.0,33.9,30.1,34.1,38.92,0.13,22.6,12.5,1
S04613,31,Left,266.7,101.9,96.0,63.8,41.1,38.4,36.7,32.6,27.5,30.2,38.21,0.11,21.4,14.3,1
S04614,28,Right,281.8,104.4,98.7,67.8,45.6,45.1,39.0,34.7,34.8,31.1,37.05,0.11,18.7,8.9,1
S04615,24,Right,264.3,104.6,93.9,63.7,46.2,38.8,39.2,34.1,29.0,30.1,39.58,0.11,22.7,8.1,1
S04616,18,Left,266.4,105.8,99.9,67.8,38.6,37.9,35.7,34.6,26.7,31.3,39.71,0.12,21.8,14.0,1
S04617,19,Right,247.0,89.7,86.0,57.9,39.2,32.7,33.4,32.2,26.2,29.9,36.32,0.12,22.6,10.5,0
S04618,28,Right,254.1,98.3,81.3,56.4,37.7,38.2,31.8,32.8,26.6,28.0,38.69,0.11,19.1,7.5,0
S04619,30,Right,256.4,107.2,91.5,64.0,40.5,39.9,36.4,31.4,30.0,33.1,41.81,0.13,22.2,10.9,1
S04620,38,Left,240.8,96.0,88.7,55.8,36.6,35.6,29.2,30.3,28.5,33.7,39.87,0.14,20.2,11.7,0
S04621,25,Right,264.4,95.6,85.5,58.7,42.1,37.0,34.2,30.8,31.2,26.1,36.16,0.1,20.0,10.5,0
S04622,18,Right,247.3,99.5,82.8,58.9,41.8,39.5,33.7,32.8,27.2,26.7,40.23,0.11,18.1,8.6,0
S04623,22,Left,265.8,98.2,98.8,66.1,42.4,39.7,35.3,35.5,28.8,28.5,36.95,0.11,27.4,15.9,1
S04624,20,Left,231.8,99.2,84.1,59.7,35.3,36.8,31.6,30.0,26.2,27.2,42.8,0.12,15.1,9.6,0
S04625,31,Right,221.4,96.4,83.1,57.0,33.3,32.7,29.9,27.4,22.3,26.3,43.54,0.12,20.8,11.4,0
S04626,36,Right,253.5,96.2,88.5,65.4,40.6,38.0,36.8,29.7,28.8,29.0,37.95,0.11,15.6,11.9,0
S04627,32,Left,281.2,101.5,94.9,68.3,44.6,40.9,39.3,40.1,31.8,29.0,36.1,0.1,18.0,11.5,1
S04628,29,Left,242.6,99.5,86.6,61.4,38.4,36.6,29.4,30.0,25.9,29.1,41.01,0.12,16.5,10.7,0
S04629,36,Right,246.0,91.6,85.5,63.6,39.9,35.2,30.7,29.5,25.8,31.1,37.24,0.13,17.6,13.9,0
S04630,23,Right,251.8,87.4,81.8,57.9,41.3,37.5,33.3,30.3,25.6,29.1,34.71,0.12,21.5,11.6,0
S04631,35,Right,276.8,100.7,93.4,63.7,45.9,39.1,38.7,35.7,30.1,29.2,36.38,0.1,21.2,10.5,1
S04632,18,Left,280.6,104.5,98.4,70.1,45.4,39.3,36.2,31.7,33.8,28.1,37.24,0.1,22.1,8.8,1
S04633,35,Right,231.0,97.2,78.4,51.8,34.6,33.1,32.0,28.7,23.5,29.3,42.08,0.13,13.0,10.7,0
S04634,21,Left,235.8,94.3,83.7,60.5,39.0,35.2,34.5,28.5,27.2,28.2,39.99,0.12,17.0,12.9,0
S04635,23,Left,260.8,109.7,96.5,69.5,40.5,39.2,38.8,35.6,29.7,31.4,42.06,0.12,20.7,9.6,1
S04636,20,Right,250.5,95.0,86.8,63.6,39.8,36.6,34.9,32.4,27.4,29.9,37.92,0.12,17.5,10.0,0
S04637,34,Right,277.3,106.8,92.4,65.7,42.2,40.6,35.6,37.7,30.3,32.3,38.51,0.12,17.4,11.8,1
S04638,18,Right,256.4,95.1,88.8,59.4,43.6,35.2,34.1,33.0,26.5,26.7,37.09,0.1,14.8,10.6,0
S04639,30,Right,240.8,96.6,86.0,57.2,37.8,36.1,34.2,32.2,30.2,28.8,40.12,0.12,20.1,8.9,0
S04640,25,Left,230.3,90.1,91.7,59.4,36.7,35.9,32.3,28.1,27.4,27.6,39.12,0.12,20.9,7.5,0
S04641,26,Left,257.2,93.7,84.2,64.3,37.2,34.7,37.8,33.9,30.4,34.7,36.43,0.14,22.5,10.5,0
S04642,18,Left,284.7,104.6,95.0,65.5,45.1,44.1,37.8,31.8,31.4,29.5,36.74,0.1,19.2,10.7,1
S04643,37,Left,242.8,92.1,85.9,60.0,40.3,36.3,34.0,32.4,25.8,29.3,37.93,0.12,17.9,11.4,0
S04644,22,Right,260.1,97.3,94.5,64.7,41.9,39.0,36.7,30.1,26.8,30.4,37.41,0.12,22.8,12.4,1
S04645,40,Right,217.9,93.3,87.7,62.3,38.0,31.4,28.1,27.5,25.1,29.0,42.82,0.13,20.2,10.5,0
S04646,23,Right,239.4,96.8,84.3,60.7,36.6,34.3,32.7,30.1,26.7,26.4,40.43,0.11,20.5,12.0,0
S04647,22,Right,236.6,84.1,81.8,60.6,41.4,35.5,29.1,30.3,29.9,27.4,35.55,0.12,22.4,11.5,0
S04648,29,Left,260.3,106.1,93.3,68.4,44.5,39.8,35.2,35.3,31.9,33.3,40.76,0.13,22.8,10.5,1
S04649,18,Left,247.5,97.9,89.9,59.7,40.9,40.3,35.1,30.2,26.7,27.7,39.56,0.11,15.7,3.9,0
S04650,18,Left,287.8,105.2,94.4,66.8,44.0,39.3,39.9,33.9,32.7,31.0,36.55,0.11,25.1,13.6,1
S04651,28,Left,259.2,102.4,94.5,65.6,45.3,40.1,35.5,31.5,26.0,36.1,39.51,0.14,20.7,10.4,1
S04652,27,Right,247.8,100.1,89.6,59.2,39.7,39.1,32.4,26.4,29.5,26.7,40.4,0.11,19.1,10.9,0
S04653,22,Right,283.0,110.7,89.5,69.2,42.7,44.7,41.9,31.6,31.7,30.0,39.12,0.11,18.3,15.1,1
S04654,19,Right,245.4,104.1,81.5,59.3,38.6,32.8,33.4,30.6,25.8,24.8,42.42,0.1,22.7,13.4,0
S04655,32,Left,270.4,104.1,92.7,66.6,45.4,41.4,35.7,34.7,32.7,32.9,38.5,0.12,19.6,11.2,1
S04656,28,Right,263.7,106.5,92.5,62.7,44.6,39.7,37.3,31.4,31.5,31.9,40.39,0.12,22.5,14.1,1
S04657,23,Right,260.5,86.3,92.1,58.1,40.3,39.1,35.0,31.9,29.8,27.6,33.13,0.11,21.1,6.4,0
S04658,28,Right,254.3,89.7,79.2,59.1,42.7,38.2,37.8,29.0,25.4,26.7,35.27,0.1,22.1,11.4,0
S04659,28,Left,273.5,104.6,92.2,63.9,43.4,40.5,36.6,34.6,29.7,30.0,38.24,0.11,22.8,13.7,1
S04660,27,Right,232.3,87.1,85.2,58.7,35.1,36.4,32.2,27.6,25.9,28.5,37.49,0.12,15.3,10.5,0
S04661,34,Right,261.9,90.9,94.6,57.7,44.7,40.2,36.9,35.9,30.2,25.9,34.71,0.1,17.2,7.9,0
S04662,19,Left,211.4,93.2,76.4,63.6,36.7,29.9,28.5,26.4,21.8,29.8,44.09,0.14,19.5,7.3,0
S04663,27,Right,276.3,103.7,99.3,65.4,40.7,41.7,37.5,29.9,29.4,32.7,37.53,0.12,21.1,14.6,1
S04664,21,Left,230.1,98.8,80.9,61.7,39.0,33.0,30.1,29.6,25.4,24.3,42.94,0.11,24.6,11.1,0
S04665,22,Left,239.9,103.8,84.6,65.1,38.9,34.2,34.2,29.9,21.7,28.6,43.27,0.12,15.8,10.4,0
S04666,29,Right,252.6,97.0,84.4,62.2,42.4,39.2,31.8,33.3,28.8,30.2,38.4,0.12,13.7,7.1,0
S04667,23,Left,248.3,105.2,93.6,66.0,41.2,38.9,31.9,33.8,30.4,31.3,42.37,0.13,29.2,10.2,1
S04668,25,Left,242.0,100.2,85.4,61.1,38.8,38.6,31.5,29.8,27.0,27.0,41.4,0.11,20.4,10.1,0
S04669,25,Right,246.4,96.0,79.8,61.7,42.4,37.9,36.1,29.1,31.0,29.8,38.96,0.12,18.6,9.1,0
S04670,31,Right,246.2,94.5,84.1,60.2,38.5,39.0,30.7,28.1,30.2,30.4,38.38,0.12,16.2,11.4,0
S04671,20,Right,275.0,105.5,93.3,66.8,43.9,41.3,37.1,35.8,27.5,31.7,38.36,0.12,23.1,11.7,1
S04672,28,Right,245.3,86.7,86.0,55.5,34.9,36.7,36.7,29.0,26.1,30.8,35.34,0.13,23.5,10.2,0
S04673,20,Left,260.9,92.0,85.1,58.9,42.0,38.6,34.2,31.0,32.3,33.3,35.26,0.13,16.7,12.3,0
S04674,26,Left,266.2,111.6,89.4,61.2,39.5,35.9,34.9,35.3,25.1,30.8,41.92,0.12,20.0,11.6,1
S04675,21,Right,243.6,106.0,93.8,65.6,40.9,33.9,30.0,31.9,27.3,29.5,43.51,0.12,19.6,12.0,1
S04676,26,Right,252.6,86.5,86.0,62.5,42.9,38.6,34.9,31.7,25.3,27.1,34.24,0.11,14.8,10.1,0
S04677,27,Left,271.4,105.1,94.3,69.8,40.8,42.9,37.4,34.3,31.9,33.3,38.73,0.12,22.2,9.7,1
S04678,18,Left,246.4,93.6,70.1,63.9,43.7,38.2,32.9,32.8,28.0,33.0,37.99,0.13,21.1,10.0,0
S04679,24,Left,241.6,97.1,84.7,59.6,37.3,33.4,36.4,28.8,25.2,31.5,40.19,0.13,27.7,12.6,0
S04680,28,Right,254.0,93.2,91.1,56.0,38.4,40.9,35.2,29.3,25.0,26.0,36.69,0.1,26.1,9.8,0
S04681,21,Right,289.5,103.7,95.9,64.7,44.5,41.6,41.4,38.0,32.5,29.3,35.82,0.1,20.7,12.2,1
S04682,20,Left,261.4,98.9,90.8,67.9,40.4,39.3,33.5,31.8,31.9,29.4,37.83,0.11,24.3,9.1,1
S04683,30,Right,234.4,86.9,79.3,61.4,35.3,35.9,34.4,28.4,25.3,30.6,37.07,0.13,19.2,8.3,0
S04684,22,Right,266.8,111.4,96.0,69.1,42.0,41.0,36.9,33.5,28.5,31.5,41.75,0.12,28.3,13.2,1
S04685,35,Left,222.4,86.2,82.8,63.5,35.2,34.3,29.6,27.9,22.3,28.7,38.76,0.13,17.1,10.2,0
S04686,26,Right,250.3,109.2,96.2,67.0,40.5,35.9,32.8,30.5,29.1,33.1,43.63,0.13,23.0,12.2,1
S04687,24,Right,265.3,90.4,91.9,64.9,43.6,38.2,35.2,31.3,30.8,27.9,34.07,0.1,20.4,10.7,1
S04688,22,Left,285.5,103.9,93.5,70.7,41.5,42.0,35.5,35.3,30.4,32.2,36.39,0.11,23.4,11.4,1
S04689,19,Left,245.9,98.3,81.1,61.7,38.7,39.0,34.7,30.5,26.4,27.5,39.98,0.11,18.6,6.4,0
S04690,25,Left,243.3,98.3,86.7,59.7,39.2,39.0,31.8,32.8,25.3,30.3,40.4,0.12,19.8,11.3,0
S04691,26,Left,276.3,113.1,97.8,72.0,44.1,39.1,33.6,33.8,29.1,30.9,40.93,0.11,19.1,8.4,1
S04692,21,Left,283.0,106.0,95.0,69.5,43.8,40.1,39.6,37.4,32.3,34.2,37.46,0.12,23.7,13.0,1
S04693,29,Right,267.2,101.3,89.5,66.2,43.8,37.4,35.5,32.1,29.6,29.9,37.91,0.11,17.9,12.6,1
S04694,22,Left,251.9,92.8,81.1,58.1,38.6,36.3,33.2,32.2,26.1,30.0,36.84,0.12,18.0,7.6,0
S04695,23,Left,262.5,100.3,98.4,70.3,41.3,39.7,34.1,33.3,25.7,33.0,38.21,0.13,21.1,9.7,1
S04696,24,Right,246.8,98.2,78.6,60.6,41.3,35.5,33.4,27.4,27.3,26.0,39.79,0.1,18.3,9.9,0
S04697,21,Left,243.0,91.1,81.4,55.1,37.8,36.0,32.0,29.7,23.5,30.4,37.49,0.12,21.1,6.6,0
S04698,27,Right,235.2,102.9,80.3,62.8,39.3,34.9,29.1,29.3,28.3,26.2,43.75,0.11,18.9,8.1,0
S04699,28,Left,289.7,102.7,95.4,67.0,46.3,44.1,41.8,31.0,36.0,30.8,35.45,0.11,28.6,12.9,1
S04700,27,Right,234.6,95.5,81.6,58.7,35.0,38.5,32.4,28.6,28.2,28.8,40.71,0.12,21.4,13.1,0
S04701,33,Right,256.3,109.1,87.7,65.3,40.4,39.1,34.0,30.8,25.1,33.1,42.57,0.13,22.4,10.7,1
S04702,33,Right,265.1,98.7,97.2,64.2,41.2,40.6,36.9,29.8,30.3,30.5,37.23,0.12,21.7,14.9,1
S04703,30,Left,259.6,103.5,81.3,62.2,44.4,38.1,34.4,32.6,28.7,27.7,39.87,0.11,18.8,12.4,0
S04704,18,Left,246.0,98.1,92.8,61.8,37.6,35.6,36.7,31.3,29.1,27.9,39.88,0.11,19.4,9.9,0
S04705,30,Right,264.9,105.6,94.3,68.2,46.4,41.9,36.8,32.6,28.3,30.6,39.86,0.12,24.3,12.0,1
S04706,23,Right,262.0,106.6,81.9,68.5,43.8,40.1,35.6,34.5,31.1,28.0,40.69,0.11,20.8,12.2,1
S04707,26,Left,251.5,95.1,89.7,62.3,40.3,37.0,30.9,28.2,25.3,29.6,37.81,0.12,21.7,9.0,0
S04708,30,Left,265.9,112.9,95.0,69.0,42.1,40.7,36.9,35.1,28.2,32.9,42.46,0.12,14.7,10.8,1
S04709,18,Left,249.0,95.4,90.6,60.5,40.1,38.4,31.3,30.6,26.7,27.5,38.31,0.11,19.3,13.9,0
S04710,19,Left,241.7,101.6,85.5,56.0,37.7,36.4,31.0,29.0,24.8,29.7,42.04,0.12,18.0,11.3,0
S04711,25,Left,244.9,107.4,94.3,69.2,40.6,35.3,32.8,29.6,30.0,33.7,43.85,0.14,23.7,16.3,1
S04712,21,Right,264.8,100.5,96.1,65.8,41.4,40.4,39.6,31.3,25.8,31.1,37.95,0.12,24.5,11.6,1
S04713,28,Left,263.4,112.2,87.2,64.9,42.7,33.8,35.6,31.9,28.1,30.9,42.6,0.12,23.2,9.6,1
S04714,28,Left,245.9,107.7,84.3,50.7,38.1,36.0,33.1,33.1,28.0,27.9,43.8,0.11,21.2,9.5,0
S04715,23,Right,262.0,89.8,86.4,60.7,38.7,40.1,35.1,35.6,27.7,29.5,34.27,0.11,22.3,11.4,0
S04716,21,Right,269.4,108.2,89.2,67.4,43.2,41.5,41.4,35.2,28.1,32.3,40.16,0.12,21.8,11.3,1
S04717,21,Left,238.0,95.7,85.8,61.8,37.9,34.1,32.5,27.2,25.7,31.2,40.21,0.13,16.5,9.3,0
S04718,23,Left,233.8,90.7,86.9,68.0,36.5,31.9,35.0,26.3,25.1,29.1,38.79,0.12,22.9,12.8,0
S04719,23,Right,293.1,109.7,89.6,65.7,49.4,40.2,40.9,39.2,27.3,29.9,37.43,0.1,26.9,13.0,1
S04720,26,Right,255.6,98.7,79.0,60.4,39.8,39.3,37.1,33.2,32.0,30.5,38.62,0.12,23.0,8.4,0
S04721,24,Right,278.3,106.0,91.4,66.5,38.7,42.7,39.9,34.8,28.8,31.3,38.09,0.11,22.8,10.0,1
S04722,33,Left,276.7,104.2,92.8,66.0,44.2,42.8,35.0,30.6,26.4,29.1,37.66,0.1,22.1,14.8,1
